/*-----------------------------------------------------------------
* NUMERO INDIVIDUOS: 100 	 CROSS-OVER: 0.90
* NUMERO GERACOES  : 1000 	 MUTACAO   : 0.50
* NUM MAXIMO NOS   : 30 	 ELITISMO  : 0.05
* PROFUNDIDADE MAX : 3 	 
*-----------------------------------------------------------------*/
Seed 4: 
(/(0.82885)(*(0.83938)(-(*(x1)(*(0.86297)(+(+(x1)(/(/(*(0.31965)(x1))(-(/(0.34587)(x1))(-(/(x1)(0.72622))(0.68029))))(x1)))(x1))))(0.27689)))) | Numero de nos: 29 | Erro: 434176633339904.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
MELHOR: (+(+(+(*(*(x1)(x1))(x1))(x1))(+(/(x1)(x1))(*(x1)(x1))))(*(*(x1)(x1))(*(x1)(x1)))) | Numero de nos: 23 | Erro: 0.0000000000000000000000000 |
